street,latitude,longitude,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence,roadClosure
Camín de los Prados,43.5237188,-5.6072106,36,36,347,347,1,False
Universidad Laboral,36.735413,-4.4651228,43,43,1998,1998,1,False
Calle Álvaro de Albornoz,43.5365703,-5.6675322,36,36,314,314,1,False
Calle de Goya,43.5244756,-5.6741674,25,32,445,348,0.997091,False
Calle Murillo,43.5226547,-5.6734128,53,53,1368,1368,1,False
Tránsito de Santa Luisa,37.6333537,-1.001898,39,45,774,670,0.918932,False
Travesía del Regatu,43.545194,-5.7123566,20,25,477,382,0.933905,False
Grupo Los Caleros,43.5162713,-5.671891,48,48,971,971,1,False
Calle Rosal,43.5293658,-5.6473478,28,28,258,258,1,False
Edificio de Energia,-2.9426983,-48.9595871,69,69,1094,1094,1,False
Camín de Jaime Siero,43.5069148,-5.605246,106,106,552,552,1,False
Acceso Feria de Muestras,41.6390917,-0.9819676,82,82,54,54,1,False
Camino de Los Acebos,43.5428928,-5.6304412,44,44,552,552,1,False
Parque de Rafael Marcos Delgado «Falín»,18.821103,-97.089752,37,37,1634,1634,1,False
Carril bici de La Calzada,36.7538766,-5.1653461,73,73,721,721,1,False
Camín de Casa Tuto,43.556142,-5.7107149,42,42,462,462,1,False
Calle Pin de Pría,43.5262806,-5.6637365,48,48,1664,1664,1,False
Costanilla de la Fuente Vieja,43.5404335,-5.6623423,17,24,421,298,0.947862,False
Camín de la Cuesta'l Cementeriu,43.4989569,-5.7193424,44,44,15,15,1,False
Camín de La Quinta,43.4795803,-5.7446094,69,69,16,16,1,False
Carretera de L'Empalme a Avilés,43.5495095,-5.7302875,74,74,668,668,1,False
Calle Toledo,43.5372589,-5.6928003,42,42,462,462,1,False
Las Quintanas,42.679531,-2.9884884,84,84,703,703,1,False
Calle Puerto Rico,43.5415635,-5.6981039,42,42,462,462,1,False
Candenal,42.6112471,-5.5741175,56,56,105,105,1,False
Viñao,43.5243661,-5.6412918,106,106,552,552,1,False
Montiana,43.5266781,-5.7552499,48,48,408,408,1,False
Camino de Los Abetos,43.5468806,-5.6128382,49,49,463,463,1,False
Calle Juan Muñíz Zapico,43.520788,-5.6626535,48,48,1664,1664,1,False
Calle Cabrilleros,43.5413277,-5.7034571,42,42,462,462,1,False
Calle Munuza,43.5423203,-5.6629025,17,24,421,298,0.947862,False
Plaza Pelayo,43.5391039,-5.6630497,17,24,421,298,0.947862,False
Carretera de la Vizcaína,43.5386696,-5.6719615,28,28,263,263,1,False
Calle Contracay,43.5442999,-5.6630972,24,29,204,169,0.987138,False
Plaza de la Industria,43.5188978,-5.6857938,25,32,445,348,0.997091,False
Parking Leroy Merlin,36.7073596,-6.1282872,51,51,500,500,1,False
Plaza de Naval Gijón,43.5380319,-5.6638426,16,23,447,311,0.947862,False
Camín del Teyón,43.458737,-5.7560442,100,100,636,636,1,False
Carbayera de Caldones,43.4875094,-5.6242928,49,49,1450,1450,1,False
Calle Juan López Peñalver,43.5225135,-5.6249592,50,50,1092,1092,1,False
Calle Maestro Sergio Domingo,43.537134,-5.6938731,42,42,462,462,1,False
Manuel Llaneza,43.5353289,-5.6642458,26,32,428,348,0.997085,False
Camín de los Crisantemos,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Socorro,43.5327913,-5.6982264,54,54,1118,1118,1,False
Avenida de Eduardo Castro,43.5552505,-5.701434,42,42,462,462,1,False
Recepción de La Laboral,43.5260152,-5.6104197,41,41,683,683,1,False
Ramón y Cajal,43.5338884,-5.653655,28,28,258,258,1,False
Camín de Sotiello,43.5174934,-5.7183094,117,117,194,194,1,False
Camín de La Matona,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Sporting,43.5350432,-5.6384725,26,34,247,189,0.986887,False
Carretera de Tabaza a Somonte,42.5025078,-5.4206673,38,46,242,200,0.70883,False
Cruce Viñao,43.5155216,-5.6053801,50,50,1092,1092,1,False
La Playa,43.5399244,-5.6539075,16,23,447,311,0.947862,False
Camín del Cabalero,43.458737,-5.7560442,100,100,636,636,1,False
Camino de La Picota,43.5246165,-5.696295,76,76,23,23,1,False
Pablo Iglesias,43.5355182,-5.6531663,27,34,503,399,0.997138,False
Camino de La Torre,43.525702,-5.6904156,37,37,101,101,1,False
Paseo de Poniente - Fomento,41.6022384,-4.7996952,106,106,1265,1265,1,False
Camín de La Pasarela,43.4795803,-5.7446094,69,69,16,16,1,False
Camín del Carbayu,43.4998082,-5.6597442,49,49,209,209,1,False
Camín de La Corolla,43.4795803,-5.7446094,69,69,16,16,1,False
Carlos Marx,43.5366388,-5.6734794,28,28,263,263,1,False
Camino de Arriba,43.5117828,-5.6607081,48,48,1664,1664,1,False
Plaza de El Ampurdán,43.5418514,-5.6659756,22,28,223,175,0.987138,False
Calle Adaro,43.53563,-5.6683425,36,36,314,314,1,False
Camino de la Fuente El Cañu,43.4972256,-5.6480586,49,49,1450,1450,1,False
Camino del Camping,43.5496575,-5.6367656,50,50,458,458,1,False
Fomentín,43.545229,-5.6619245,22,28,223,175,0.987138,False
Calle Arrieta,43.5332879,-5.6461592,26,34,247,189,0.986887,False
Camino del Rubín,43.5451923,-5.7083376,20,25,477,382,0.942129,False
Camín de Casa Juan,43.4986993,-5.6106652,41,41,683,683,1,False
Continental,43.545229,-5.6619245,22,28,223,175,0.987138,False
Camín de la Melendrera a Montiana,43.5213157,-5.7550877,48,48,408,408,1,False
Calle Gamboa,43.5289789,-5.6787178,28,28,28,28,1,False
Travesía 2 del Camino de la Ería de Polía,43.5455948,-5.7048142,42,42,462,462,1,False
Parque del Doctor José Eguiburu Banciella,43.5348073,-5.622221,35,35,26,26,1,False
Carretera de Quintes,43.5179458,-5.6134981,41,41,683,683,1,False
Calle Consolación,43.5234895,-5.6662393,48,48,971,971,1,False
Carretera Carbonera 36,43.5219205,-5.6685619,53,53,1368,1368,1,False
Observatorio Astronómico del Monte Deva,43.5276654,-5.6829734,87,87,51,51,1,False
Camino de La Carretera,43.5184709,-5.6050147,49,49,1147,1147,1,False
Camín de Los Abedules,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Dámaso Alonso,43.5219792,-5.6876994,29,37,129,101,0.650436,False
Camín del Rubín,43.458737,-5.7560442,100,100,636,636,1,False
Camino de Las Palmeras,43.5445854,-5.6407013,49,49,463,463,1,False
Jardines de Samuel Gonzalez Granda,43.5407112,-5.6945277,42,42,462,462,1,False
Calle Nicolás Redondo Urbieta,43.5153744,-5.7221524,60,60,263,263,1,False
El Puente Casares,43.4972256,-5.6480586,49,49,1450,1450,1,False
Calle Río Sella,43.5201585,-5.6662923,48,48,1664,1664,1,False
Decathlon,43.545229,-5.6619245,22,28,223,175,0.987138,False
Calle Ideal Rosales,43.5321074,-5.6335928,26,34,522,399,0.996471,False
Camino del Cementerio,43.5405056,-5.7122351,73,73,663,663,1,False
Calle Niort,43.5273253,-5.6517163,26,33,279,219,0.995903,False
Calle Mariano Pola,43.5400976,-5.6779585,35,35,231,231,1,False
Cementerio La Campa,43.5381474,-5.7121016,73,73,663,663,1,False
Calle Trueba,43.5283213,-5.6774532,28,28,28,28,1,False
Calle San José,43.5344067,-5.6618232,48,48,1664,1664,1,False
Carretera de Trubia,43.5028884,-5.7377723,117,117,194,194,1,False
Camín de Culumbiellos,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Virginia Gonzalez,43.5229232,-5.7150484,56,56,886,886,1,False
Plaza de la Mayada d'Espineres,43.5423233,-5.6617201,16,23,447,311,0.945118,False
Salida Veriña,43.5462643,-5.7158234,54,54,20,20,1,False
Calle La Costa,43.5376084,-5.6565073,16,23,447,311,0.945118,False
Servicios Tributarios del Principado,43.5501384,-5.7086071,42,42,462,462,1,False
Calle del Aire,43.5381259,-5.6921667,42,42,462,462,1,False
Camín de Acebal,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de La Fabariega,43.4795803,-5.7446094,69,69,16,16,1,False
Iglesia de Contrueces,43.5159162,-5.6611193,76,76,44,44,1,False
Calle Albuquerque,43.5269669,-5.6501377,28,28,258,258,1,False
Travesía de Los Tulipanes,43.5312929,-5.6280765,30,30,89,89,1,False
Camín del Valle a Montiana,43.5266781,-5.7552499,48,48,408,408,1,False
Carretera de Ceares,43.5201761,-5.6587236,23,29,401,318,0.99684,False
Camín d'Estaño,42.3498948,1.4571922,48,48,446,446,1,False
Plaza central,37.3791112,-122.1165736,39,39,92,92,1,False
Camín de la Armería d'Abaxo,43.503381,-5.6096188,104,104,589,589,1,False
Calle Manolo Quirós,43.5373108,-5.7079947,26,26,108,108,1,False
Calle Los Remedios,43.5459192,-5.6631515,35,35,231,231,1,False
Humedal (Lado Semaforo),43.5398886,-5.6667847,28,28,263,263,1,False
Parque de Belarmino Tomás,43.5368873,-5.680827,35,35,231,231,1,False
Camín de La Iría,43.445348,-5.6221555,48,48,1664,1664,1,False
Camín del Praón,43.458737,-5.7560442,100,100,636,636,1,False
Carretera Lluanco - L'Empalme,43.5495095,-5.7302875,74,74,668,668,1,False
Calle San Félix,43.5237648,-5.6657394,48,48,971,971,1,False
Calle América del Sur,43.537807,-5.6959139,20,26,477,367,0.943756,False
Calle Las Mercedes,43.539207,-5.6904656,21,26,290,234,0.967738,False
Calle del Instituto,43.5433218,-5.6630246,22,28,223,175,0.987138,False
Calle Padre Montero,43.5398609,-5.6800983,21,26,290,234,0.967738,False
Calle Rufino García Sotura,43.5395336,-5.6976174,20,26,477,367,0.943756,False
Carretera de Llavandera,43.4608896,-5.6211876,48,48,1664,1664,1,False
Calle Arzobispo Valdés,43.5458914,-5.6629292,17,23,421,311,0.94633,False
Calle Carpinteros,43.5182851,-5.6799706,53,53,1368,1368,1,False
Paseo de Fomento,43.5385371,-5.6612861,17,23,421,311,0.94633,False
Desguace,43.545229,-5.6619245,22,28,223,175,0.987138,False
Calle Concejo de Soto del Barco,43.5241093,-5.6521711,28,28,258,258,1,False
Calle Rodríguez San Pedro,43.5425167,-5.6676541,22,28,223,175,0.987138,False
Camino de la Cuesta,43.5379965,-5.5893631,44,44,552,552,1,False
Calle Miguel de Unamuno,43.5187479,-5.6714609,25,25,372,372,1,False
Plaza de Campomanes,43.5371362,-5.7057099,26,26,108,108,1,False
Parkgijon,43.545229,-5.6619245,22,28,223,175,0.987138,False
Calle Arquitecto Miguel García de la Cruz,43.5376529,-5.7048518,26,26,108,108,1,False
La Curva,36.7587121,-2.978146,61,61,1380,1380,1,False
Ronda Interior de Gijón,40.372765,-3.5428492,120,120,152,152,1,False
Calle Pintor Orlando Pelayo,43.5365246,-5.646105,17,23,421,311,0.944866,False
Calle El Entrego,43.5337357,-5.6707774,17,22,91,70,0.984717,False
Camín de Cortina a La Pontica,43.4992745,-5.7317255,60,60,263,263,1,False
Calle Irene Fernández Perera,43.5196156,-5.6681291,113,113,128,128,1,False
Calle Orán,43.5292697,-5.6792558,43,50,53,46,0.987563,False
Calle Honesto Batalón,43.5478148,-5.664523,22,28,223,175,0.987138,False
Acceso al RGC Covadonga,43.3083123,-5.0547548,49,49,393,393,1,False
"Carril Bici ""El Molinón""",43.5353847,-5.6377475,26,34,247,189,0.987682,False
Travesía de San Juan,43.5080948,-5.6777055,48,48,971,971,1,False
Carretera de La Venta Veranes a Somonte,43.480562,-5.7509552,62,62,840,840,1,False
Camín de La Sopeña,43.5144222,-5.7116417,117,117,194,194,1,False
Camino de Las Hortensias,43.4806782,-5.7422664,62,62,840,840,1,False
Calle José Martí,43.5413668,-5.6991249,20,26,477,367,0.94686,False
Aparcamiento de El Molinón,43.5353847,-5.6377475,26,34,247,189,0.987682,False
Calle Torner,43.5309139,-5.6462619,13,13,47,47,1,False
Camin de Aboño,43.5532773,-5.7147539,48,48,163,163,1,False
Plaza de Nicanor Piñole,43.5378636,-5.6615868,17,24,421,298,0.94633,False
Camín Flor de Liborio,43.5237769,-5.594378,49,49,1147,1147,1,False
Calle Lope de Vega,43.5333174,-5.6523992,28,28,258,258,1,False
Rubín,43.5451923,-5.7083376,20,26,477,367,0.945986,False
Calle Domingo Juliana,43.5405762,-5.6958822,20,26,477,367,0.945986,False
Escalera 2,43.5420475,-5.6078409,49,49,463,463,1,False
Camín de Vicentón,43.4976274,-5.6211853,41,41,683,683,1,False
Calle Silencio,43.5329081,-5.6982524,54,54,1118,1118,1,False
Camín de Los Invernaderos,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Ruiz,37.6051327,-5.7364783,64,64,413,413,1,False
Parque de El Rinconin,43.5428643,-5.702232,42,42,462,462,1,False
Colonia del Piles,40.0301414,-6.0958099,32,42,833,634,0.951361,False
Calle Filósofo José Gaos,43.5341787,-5.6718943,17,22,91,70,0.984717,False
Camino de La Cantera,43.4941033,-5.7193688,102,102,640,640,1,False
Travesía de los Arces,43.5513807,-5.6377928,50,50,458,458,1,False
Camín de La Barniella,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Colón,43.5336493,-5.6667791,30,35,377,323,0.982104,False
Aulario,43.545229,-5.6619245,22,29,223,169,0.987138,False
Calle Río Nalón,43.5211834,-5.6657919,23,29,401,318,0.996844,False
Camín de La Zampulla,43.4795803,-5.7446094,69,69,16,16,1,False
Acceso a Cuadras,43.5090897,-5.6949084,102,102,640,640,1,False
Calle Peones,43.5179511,-5.683755,24,30,464,371,0.996629,False
Camín de La Pedrera,43.4838017,-5.703187,38,38,282,282,1,False
Camín de La Piti,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de Xuana,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camino de Mataoveya,41.4994854,-5.762846,64,64,1176,1176,1,False
Calle Puerto de La Espina,43.5327003,-5.672191,30,35,377,323,0.982104,False
Travesia de La Carbayera,43.5110829,-5.6767469,48,48,971,971,1,False
Curviello,43.495201,-5.5786769,47,47,1724,1724,1,False
Calle Almacenes,43.54212,-5.6668308,22,29,223,169,0.977138,False
Hospital de Cabueñes,43.525133,-5.6073362,49,49,463,463,1,False
Camín de Granda a La Coría,43.5111912,-5.6513398,71,71,65,65,1,False
Plazoleta Rubiera,43.5263974,-5.6021608,35,35,262,262,1,False
Parque de El Rinconín,43.5428643,-5.702232,42,42,462,462,1,False
Camín del Medio,43.5451848,-5.7018595,42,42,462,462,1,False
Calle La Alcarria,43.5249485,-5.6701722,29,29,137,137,1,False
Calle Ezcurdia,43.5374924,-5.6482987,17,24,421,298,0.94633,False
Camino de servicio,39.2370648,-4.3372277,57,57,60,60,1,False
Avenida de Manuel Sirgo,43.5239904,-5.7118093,56,56,886,886,1,False
Camín de La Pega,43.4954674,-5.6757745,46,46,222,222,1,False
Plaza de La Luz,36.6962154,-4.4536579,38,45,450,380,1,False
Capua,43.5407893,-5.6583586,17,24,421,298,0.94633,False
Calle Rosa Luxemburgo,43.4873804,-5.6519806,36,36,914,914,1,False
Factoría Repsol Butano,37.5709186,-0.9339779,55,55,403,403,1,False
Camín de La Baliciega,43.4795803,-5.7446094,69,69,16,16,1,False
Calle Corrida,43.5417191,-5.6639994,28,34,485,399,0.997318,False
Mercado,43.545229,-5.6619245,21,28,233,175,0.977138,False
Camino de la Ñora,43.5392159,-5.5935826,50,50,458,458,1,False
E.S. Foro,43.5311119,-5.6729924,30,35,377,323,0.982285,False
Calle el Árbol,43.5602918,-5.7055466,42,42,462,462,1,False
Travesía de la Nozadela,43.5260152,-5.6104197,41,41,683,683,1,False
Camín de Las Clarisas,43.5234181,-5.6188159,49,49,1147,1147,1,False
Camín de Morales,43.4850737,-5.6199934,49,49,1450,1450,1,False
Mercadona,43.545229,-5.6619245,21,28,233,175,0.977138,False
Calle José Llama Fernández,43.5147283,-5.7258973,60,60,263,263,1,False
Camín del Ferrerín,43.458737,-5.7560442,100,100,636,636,1,False
"Calle O ""Oficiales""",43.4852912,-5.6553642,37,37,77,77,1,False
Camino de Pantaleon,43.5423424,-5.6036028,44,44,552,552,1,False
Iglesia de La Pedrera,43.493421,-5.697118,38,38,282,282,1,False
Calle Carmen Amaya,43.5214864,-5.676836,53,53,1368,1368,1,False
Camín de la Fuente del Álamo,43.4887322,-5.6920345,49,49,209,209,1,False
E.S. Los Campones,43.4862262,-5.7034707,38,38,282,282,1,False
Avenida Justo del Castillo,43.528654,-5.6353373,28,34,485,399,0.997318,False
Río Cares,43.5195501,-5.6657303,48,48,1664,1664,1,False
Espinosa,43.5391926,-5.7084767,19,26,503,367,0.943576,False
Camín del Piqueru,43.458737,-5.7560442,100,100,636,636,1,False
Calle W-6,43.5315705,-5.6923346,56,56,886,886,1,False
Camín del Ríu,43.458737,-5.7560442,100,100,636,636,1,False
Corin Tellado,43.5275031,-5.6436122,106,106,552,552,1,False
Cines Yelmo,47.8641328,-114.3130155,100,100,1546,1546,1,False
Calle Ruíz,37.6051327,-5.7364783,64,64,413,413,1,False
Plaza del Urogallo,43.5369791,-5.6830532,21,26,290,234,0.965004,False
Calle El Viento,-33.6178437,-70.5982776,106,106,620,620,1,False
Fermín García Bernardo,43.5455151,-5.6640318,16,24,447,298,0.94469,False
Accesos a La Llorea,43.5211052,-5.7057867,102,102,28,28,1,False
Camín de Casa Angelín,43.5009069,-5.595798,104,104,589,589,1,False
Carretera de La Providencia,43.5287708,-5.5953121,49,49,463,463,1,False
Travesía Parque de La Llana,43.5101967,-5.7064022,102,102,640,640,1,False
Calle Orbón,43.5330285,-5.6408271,27,34,503,399,0.997318,False
Calle Bogotá,43.5393677,-5.6991951,42,42,462,462,1,False
Avenida de La Electrónica,43.5278309,-5.7136566,54,54,1118,1118,1,False
Camín del Trole,43.458737,-5.7560442,100,100,636,636,1,False
Travesia de San Miguel,43.5127288,-5.5858178,46,46,1762,1762,1,False
Camín del Texu,43.458737,-5.7560442,100,100,636,636,1,False
Camín del Cantu Mareo,43.4820365,-5.6154353,106,106,552,552,1,False
Plaza de Roces,43.5088858,-5.6783134,48,48,971,971,1,False
Calle Canarias,43.5256505,-5.677636,22,31,506,359,0.997586,False
Calle América,43.541723,-5.6843179,19,26,503,367,0.943576,False
Camín de La Quintana,43.4932103,-5.6699121,115,115,300,300,1,False
Carril Bici Av. de Portugal,43.5366666,-5.6736567,35,35,231,231,1,False
Hotel La Boroña,43.5090897,-5.6949084,102,102,640,640,1,False
Calle José Moreno,43.5183738,-5.667304,48,48,971,971,1,False
Campo de Futbol,43.5353847,-5.6377475,26,34,247,189,0.98888,False
Camín de Payares,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camino Cuesta de Luciano,43.544159,-5.6164963,49,49,463,463,1,False
Camino de Casa Campo,43.548433,-5.7064423,19,26,503,367,0.943576,False
Camín del Arroyo del Bustiu,43.4954436,-5.6935398,53,53,1368,1368,1,False
Ecuador,43.5384592,-5.695343,19,26,503,367,0.943576,False
Parque María Teresa González,-30.0150729,-71.2658467,50,50,1200,1200,1,False
Calle Maestro Amado Morán,43.5371429,-5.6962931,42,42,462,462,1,False
Calle María Moliner,43.5283774,-5.6601325,24,29,384,318,0.998087,False
Hermanos Felgueroso,43.533794,-5.6574474,27,34,503,399,0.996471,False
Parque de la Fábrica de Luz,43.5323905,-5.6646225,24,29,384,318,0.998087,False
Avda. Lloreda,43.5250214,-5.7134478,54,54,1118,1118,1,False
Calle Sierra del Sueve,43.5279827,-5.6834987,87,87,51,51,1,False
Calle Enrique Martínez,43.53669,-5.6530359,33,33,219,219,1,False
Calle Alexander Graham Bell,43.508579,-5.6820351,53,53,1368,1368,1,False
Carretera de Puente Seco a Muniello,43.5347094,-5.7176377,73,73,663,663,1,False
Calle Concejo de Coaña,43.523754,-5.6541765,28,28,258,258,1,False
Calle Carlos Ibañez de Ibero (Geodesta),43.5213476,-5.6077479,49,49,1147,1147,1,False
Camín de los Castañales,43.4862262,-5.7034707,38,38,282,282,1,False
Calle del Rosario,43.5464844,-5.664112,35,35,231,231,1,False
Camín de Constancio,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Juan Andrés Suárez García,43.5226602,-5.6840122,37,37,101,101,1,False
Calle Torre Bermeja,43.5266984,-5.6835409,30,35,377,323,0.982285,False
Camin de la Pasadiella,43.513359,-5.6015409,50,50,1092,1092,1,False
Camin del Mirador,43.458737,-5.7560442,100,100,636,636,1,False
Calle Anselmo Solar,43.5298678,-5.6443009,49,49,1147,1147,1,False
Calle Río Sil,43.5225433,-5.6651774,48,48,1664,1664,1,False
Camín de La Forcada,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de Los Arrieros,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Menén Pérez,43.5399126,-5.6616343,15,24,477,298,0.94469,False
Camin de la Colina del Cuervo,43.5514948,-5.6153588,50,50,458,458,1,False
Calle Tomás Zarracina,43.5409028,-5.6630713,29,29,169,169,1,False
Camino del Ponton,43.5256566,-5.7051011,74,74,668,668,1,False
Camino de Los Llanos,43.483163,-5.7732547,116,116,228,228,1,False
Camín de Reganorio,43.4981497,-5.6847326,46,46,222,222,1,False
Carretera de Avilés,43.5373045,-5.7125139,46,46,56,56,1,False
Camín de Luis,43.4850737,-5.6199934,49,49,1450,1450,1,False
Plaza Seis de Agosto,43.5393583,-5.6635586,15,24,477,298,0.94469,False
Plaza de Gerardo Diego,43.5228664,-5.687606,32,36,117,104,0.613967,False
Camín de la Pileta,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de Casares a Arroyo,43.4818789,-5.7051578,53,53,1368,1368,1,False
Calle Granados,43.5348197,-5.6506809,28,34,485,399,0.997318,False
Camin de les Xanes,43.4707484,-5.7102691,53,53,1368,1368,1,False
Calle Azorín,43.5185543,-5.6702025,48,48,971,971,1,False
FEVE,43.545229,-5.6619245,29,29,169,169,1,False
Camín de los Caños,43.4862262,-5.7034707,38,38,282,282,1,False
Calle Fuente del Real,43.5317196,-5.6585783,24,29,384,318,0.998091,False
Calle Santa Lucía,43.5428558,-5.6638186,29,29,169,169,1,False
Camín de Casa Peri,43.504245,-5.7293,60,60,263,263,1,False
Calle José María Martínez,43.520745,-5.6557921,28,28,258,258,1,False
Fonte La Pinganiella,43.4668454,-5.660635,36,36,914,914,1,False
Calle Puerto de Vegarada,43.5309955,-5.6786495,74,74,22,22,1,False
Parking Poniente,43.5382618,-5.7082194,17,17,44,44,1,False
Calle Los Evaristos,43.5349588,-5.6688786,30,35,377,323,0.982285,False
Acceso A-8 Villaviciosa - Santander,43.5344401,-5.6447405,28,34,485,399,0.997318,False
Calle Jimena Menendez Pidal,43.526202,-5.686372,87,87,51,51,1,False
Calle San Bernardo,43.5411147,-5.6612068,15,23,477,311,0.94469,False
Avenida de Concha Espina,43.5224594,-5.6848637,37,37,101,101,1,False
Avenida del Jardín Botánico,43.5266357,-5.6233666,49,49,1147,1147,1,False
Parque Calle Barros,-31.4361712,-64.1880007,37,37,124,124,1,False
Centro Cultural,43.4951359,-5.6798388,49,49,209,209,1,False
La Casona,43.4675006,-5.7346154,100,100,636,636,1,False
Camín de Los Nardos,43.4862262,-5.7034707,38,38,282,282,1,False
Estación de Servicio,37.9825453,-2.330302,96,96,500,500,1,False
Calle H Ferradores,43.4854231,-5.653781,44,44,205,205,1,False
Calle Linares Rivas,43.5428087,-5.6653517,29,29,169,169,1,False
Camin de Deva,43.5106642,-5.6026174,104,104,589,589,1,False
Parque del Cabo San Lorenzo,43.5545168,-5.6196478,49,49,463,463,1,False
Calle Trinidad,43.5442965,-5.6637389,44,44,552,552,1,False
Camín de Trubia a Somonte,43.505356,-5.7399042,113,113,246,246,1,False
Calle París,43.5346674,-5.6399725,27,35,238,183,0.986887,False
Calle Pavía,43.5398015,-5.6819157,20,26,305,234,0.969312,False
Calle Santa Rosa,43.5432229,-5.6636129,28,35,485,388,0.997122,False
Calle Rafael Alberti,43.5214635,-5.6880196,32,36,117,104,0.613967,False
Concejo de Grado,43.5415518,-5.7090502,42,42,462,462,1,False
Calle Benjamín Franklin,43.5073094,-5.6915645,100,100,636,636,1,False
Camin del Cuestu,43.4711707,-5.7193573,62,62,840,840,1,False
Puao Alto,43.4817394,-5.6788321,113,113,311,311,1,False
Acceso Playa,-34.7548436,-72.083553,49,49,2003,2003,1,False
Calle Espaciosa,43.542782,-5.6633659,28,28,263,263,1,False
Camín de la Fonte'l Cuetu,43.4871617,-5.6301164,33,33,152,152,1,False
Calle Buen Suceso,43.5427303,-5.6635404,8,8,21,21,1,False
Jardines de la Maestra Eladia García Palacios,37.3368275,-5.8313373,29,29,77,77,1,False
Calle Santa Emilia,43.5229326,-5.6556475,28,28,258,258,1,False
Calle Móstoles,40.3233492,-3.8694216,16,22,73,53,0.99,False
Parque Arqueológico Campa de Torres,43.5551564,-5.7100732,42,42,462,462,1,False
Camín de Calacierbes,43.5106051,-5.7238859,60,60,263,263,1,False
Camino del Santuario,43.5185749,-5.6612491,48,48,1664,1664,1,False
Camino de la Mina,43.4868745,-5.7409442,100,100,636,636,1,False
Camín del Pozu,43.458737,-5.7560442,100,100,636,636,1,False
Camino Monte de la Llana,43.5371732,-5.7376632,48,48,408,408,1,False
Camín del Caleyón,43.4875517,-5.7546772,62,62,838,838,1,False
Calle Carlos III,43.5365997,-5.6501619,14,24,511,298,0.948049,False
"Calle E ""Entibadores""",43.534526,-5.7181479,74,74,668,668,1,False
Camín de Caraveo,43.4850737,-5.6199934,49,49,1450,1450,1,False
Camín de Los Pedregales,43.4862262,-5.7034707,38,38,282,282,1,False
Carretera del Fondon,43.5023847,-5.5997349,47,47,1724,1724,1,False
Carril Bici del Muro,43.5420472,-5.6590004,14,24,511,298,0.948049,False
Camino de La Bomba,43.5477046,-5.7036197,52,52,14,14,1,False
Calle San Avelino,43.5319055,-5.6439288,28,35,485,388,0.997122,False
Calle Grueros,43.517431,-5.6789555,53,53,1368,1368,1,False
Llorio de Riba,43.4893886,-5.681696,42,42,525,525,1,False
Calle Alfonso I,43.5366073,-5.6554004,14,24,511,298,0.948049,False
Calle La Cultura,-11.3254112,-74.52984,56,56,985,985,1,False
Plaza de Toros,37.8397144,-6.448835,22,22,169,169,1,False
El Roble,43.5244876,-5.6005447,36,36,347,347,1,False
Calle María de las Alas Pumariño,43.5165767,-5.6832821,31,31,60,60,1,False
Camín de Porreza,43.5176117,-5.7150065,117,117,194,194,1,False
Portuarios,43.545229,-5.6619245,29,29,169,169,1,False
Camín del Arenero,43.458737,-5.7560442,100,100,636,636,1,False
Camín de Monja,43.4850737,-5.6199934,49,49,1450,1450,1,False
Calle Quevedo,43.5315204,-5.6505127,28,28,258,258,1,False
Camino el Barriosu,43.4606632,-5.6531752,36,36,914,914,1,False
Hotel,43.5090897,-5.6949084,102,102,640,640,1,False
"Plaza de José González ""El Presi""",43.5418514,-5.6659756,29,29,169,169,1,False
Estación de Aboño,43.5532773,-5.7147539,48,48,163,163,1,False
Dolores,43.5235663,-5.6676721,48,48,971,971,1,False
Camín del Mataderu,43.458737,-5.7560442,100,100,636,636,1,False
Calle Electra,43.5340702,-5.6646318,25,31,445,359,0.999262,False
Humedal (Lado Cabina),43.5398886,-5.6667847,28,28,263,263,1,False
Calle Don Juan de Austria,39.6647658,-0.2367279,75,75,371,371,1,False
Camín de La Piquiella,43.4795803,-5.7446094,69,69,16,16,1,False
Camín de la Vallina,43.4989569,-5.7193424,44,44,15,15,1,False
Carril bici de Roces,43.5110532,-5.6689137,113,113,311,311,1,False
Juvería,43.5301696,-5.7139931,74,74,668,668,1,False
Calle Eduardo Varela,43.5175597,-5.6687767,48,48,971,971,1,False
Calle de Los Escritores,36.411357,-5.2125652,110,110,465,465,1,False
Camín de San Xuan,43.483759,-5.7011194,38,38,282,282,1,False
Avenida de La Xuvería,43.5301696,-5.7139931,74,74,668,668,1,False
Maestro Ángel Muñiz Toca,43.5295489,-5.6432389,49,49,1147,1147,1,False
Cruz Roja,2.4826434,-76.565825,29,39,1004,747,0.986969,False
